2018-04-22T19:23:46.8187520+01:00 BallTracking (0.008895691, 0.2599656) 
2018-04-22T19:23:46.8270976+01:00 BallTracking (0.007933687, 0.2602485) 
2018-04-22T19:23:46.8354432+01:00 BallTracking (0.006971684, 0.2605315) 
2018-04-22T19:23:46.8439168+01:00 BallTracking (0.006009681, 0.2608144) 
2018-04-22T19:23:46.8521216+01:00 BallTracking (0.005047678, 0.2610973) 
2018-04-22T19:23:46.8604288+01:00 BallTracking (0.004085674, 0.2613803) 
2018-04-22T19:23:46.8687616+01:00 BallTracking (0.003123671, 0.2616632) 
2018-04-22T19:23:46.8770944+01:00 BallTracking (0.002161668, 0.2619462) 
2018-04-22T19:23:46.8854400+01:00 BallTracking (0.001199665, 0.2622291) 
2018-04-22T19:23:46.8937856+01:00 BallTracking (0.0002376615, 0.2625121) 
2018-04-22T19:23:46.9022464+01:00 BallTracking (-0.0007243417, 0.262795) 
2018-04-22T19:23:46.9104512+01:00 BallTracking (-0.001686345, 0.2630779) 
2018-04-22T19:23:46.9187712+01:00 BallTracking (-0.002648348, 0.2633609) 
2018-04-22T19:23:46.9271040+01:00 BallTracking (-0.003610351, 0.2636438) 
2018-04-22T19:23:46.9354368+01:00 BallTracking (-0.004572355, 0.2639268) 
2018-04-22T19:23:46.9437696+01:00 BallTracking (-0.005534358, 0.2642097) 
2018-04-22T19:23:46.9521152+01:00 BallTracking (-0.006496361, 0.2644927) 
2018-04-22T19:23:46.9612288+01:00 BallTracking (-0.007458364, 0.2647756) 
2018-04-22T19:23:46.9687808+01:00 BallTracking (-0.008420368, 0.2650585) 
2018-04-22T19:23:46.9771136+01:00 BallTracking (-0.009382371, 0.2653415) 
2018-04-22T19:23:46.9854464+01:00 BallTracking (-0.01034437, 0.2656244) 
2018-04-22T19:23:46.9937664+01:00 BallTracking (-0.01130638, 0.2659074) 
2018-04-22T19:23:47.0021120+01:00 BallTracking (-0.01226838, 0.2661903) 
2018-04-22T19:23:47.0104832+01:00 BallTracking (-0.01323038, 0.2664733) 
2018-04-22T19:23:47.0187776+01:00 BallTracking (-0.01419239, 0.2667562) 
2018-04-22T19:23:47.0271104+01:00 BallTracking (-0.01515439, 0.2670391) 
2018-04-22T19:23:47.0362496+01:00 BallTracking (-0.01611639, 0.2673221) 
2018-04-22T19:23:47.0437760+01:00 BallTracking (-0.0170784, 0.267605) 
2018-04-22T19:23:47.0521216+01:00 BallTracking (-0.0180404, 0.267888) 
2018-04-22T19:23:47.0604672+01:00 BallTracking (-0.0190024, 0.2681709) 
2018-04-22T19:23:47.0687872+01:00 BallTracking (-0.01996441, 0.2684538) 
2018-04-22T19:23:47.0780544+01:00 BallTracking (-0.02092641, 0.2687368) 
2018-04-22T19:23:47.0854528+01:00 BallTracking (-0.02188841, 0.2690197) 
2018-04-22T19:23:47.0937856+01:00 BallTracking (-0.02285041, 0.2693027) 
2018-04-22T19:23:47.1022592+01:00 BallTracking (-0.02381242, 0.2695856) 
2018-04-22T19:23:47.1104640+01:00 BallTracking (-0.02477442, 0.2698686) 
2018-04-22T19:23:47.1187840+01:00 BallTracking (-0.02573643, 0.2701515) 
2018-04-22T19:23:47.1271168+01:00 BallTracking (-0.02669843, 0.2704344) 
2018-04-22T19:23:47.1354496+01:00 BallTracking (-0.02766043, 0.2707174) 
